chansons,0,1379575754,2,1,
chapeau,1390143446,1390143446,5,5,
chapeaux,1390141237,1390141237,4,4,
charbon,1384811865,1384811865,1,1,
chaussette,1384098430,1384098430,1,1,
chaussure,1390141237,1390141237,7,5,
chaussures,0,1378635349,2,2,
cheminée,1433796932,1433796932,15,12,
cheminées,0,0,2,1,
chemise,1433796932,1433796932,15,13,
chemises,0,1380559648,3,2,
cheval,1423425878,1387384443,9,4,
chevaux,1390221386,1390221386,7,4,
cheveu,1433796932,1408905868,15,9,
cheveux,1427059419,1427059419,16,12,
cheville,1387136134,1387136134,5,2,
chevilles,0,0,4,1,
chien,0,1377927802,2,2,
chiffre,1433796932,1427059419,22,7,
chiffres,0,1380606178,1,1,
chocolat,1423425878,1423425878,6,5,
chose,1390141237,1390141237,5,4,
choses,0,0,1,1,
chou,1383518383,1383518383,1,1,
choux,1389770184,1389770184,2,1,
chute,1414359976,1414359976,4,2,
château,1433796932,1433796932,10,7,
châteaux,1433796932,1427059419,12,9,
chèque,1389989440,1389989440,3,3,
chèvre,1442348974,1442348974,1,1,
cintre,1407357827,1407357827,5,2,
citron,1383129801,1383129801,4,4,
citrons,0,1380103731,2,2,
clavier,1427059419,1427059419,14,14,
claviers,0,1380606178,2,2,
cloche,1423425878,1423425878,5,5,
cloches,0,0,2,1,
clou,1387135668,1387135668,4,4,
clous,1383334406,1383334406,1,1,
clé,1387135668,1387135668,5,5,
clés,0,1377927802,2,2,
clôture,0,0,1,1,
codage,1399094324,1399094324,3,1,
coeur,1390221386,1390221386,8,6,
coeurs,0,0,1,1,
coin,1390143219,1390143219,4,4,
coins,0,1380487868,2,2,
colis,1390143219,1390143219,6,6,
colombe,1391598083,1391598083,5,2,
colombes,0,0,1,1,
comprimé,1389988851,1389988851,1,1,
compte,1390221386,1390221386,4,4,
comptes,0,1380606178,4,2,
comptoir,1383518383,1383518383,2,2,
comptoirs,0,1380435841,2,2,
confiture,1414359976,1405090604,10,2,
conférence,1407357474,1407357474,1,1,
coordonnées,1387136134,1387136134,4,2,
coque,1387053027,1387053027,2,2,
costume,1384811865,1384811865,2,1,
cou,1405090604,1405090604,6,2,
coucher de soleil,1411420761,1411420761,1,1,
coude,1429468216,1380606178,5,2,
coudes,0,0,1,1,
couette,1414345095,1407357827,9,1,
couleur,1408204503,1382733274,3,2,
couleurs,0,0,2,0,
couloir,1429468216,1429468216,6,5,
couloirs,0,1379917168,2,2,
courbature,1383129801,1383129801,4,3,
courbatures,0,0,2,1,
courrier,1429468216,1429468216,11,4,
course,1393785622,1393785622,8,5,
cous,0,0,1,1,
couteau,1390221386,1390221386,3,2,
couteaux,1389989440,1389989440,2,2,
couvert,0,0,8,4,
couverture,1383551571,1383551571,2,1,
cravate,1430458765,1430458765,8,5,
cravates,0,0,1,1,
crayon,1430458765,1430458765,4,3,
crayons,0,1380582689,4,2,
crise,1383819093,1383819093,2,1,
crêpe,1429468216,1429468216,8,5,
crêpes,0,0,2,2,
cuillère,1391598083,1391598083,6,2,
cuillères,0,0,3,2,
cuisine,1389988851,1389988851,5,4,
côte,1429468216,1429468216,2,1,
côté,1429468216,1429468216,1,1,
dejeuner,0,1379050463,6,4,
dent,1433796932,1433796932,18,14,
dents,0,0,2,1,
derrière,1390221386,1390221386,4,4,
derrières,0,1380606178,2,1,
difficulté,1433796932,1414272395,16,9,
difficultés,0,1376641723,2,2,
différence,1383551571,1383551571,4,2,
différences,0,1380559648,2,2,
direction,1414359976,1414359976,4,2,
directions,0,1379497163,1,1,
discours,1384098430,1384098430,1,1,
discussion,1386229526,1386229526,2,1,
disjoncteur,1399094324,1399094324,3,1,
distance,1414359976,1414359976,4,2,
distances,0,0,1,0,
doigt,1390221386,1381924496,4,3,
doigts,0,0,1,1,
dommage,1390221386,1390221386,7,5,
données,1389770184,1389770184,2,1,
drapeau,1387135668,1387135668,4,4,
drapeaux,1383924192,1383924192,3,2,
droit,1393763800,1393763800,1,1,
droite,1393763800,1393763800,1,1,
début,1390143446,1390143446,4,4,
débuts,0,1379497163,1,1,
décision,1408204503,1408204503,2,2,
décisions,0,1380606178,1,1,
déjeuner,1408204503,1382913006,4,2,
déjeuners,1430458765,1381741085,3,1,
dépannage,1387135668,1387135668,2,2,
départ,1390143446,1381842074,2,1,
désastre,1389770475,1389770475,1,1,
désert,1429468216,1429468216,5,4,
déserts,0,1380182200,8,4,
détail,1391597453,1391597453,3,1,
détournement,1423425878,1386229526,3,2,
eau,1433796932,1433796932,14,10,
emission,0,0,4,3,
endroit,1408204503,1408204503,4,3,
endroits,0,1378107406,2,2,
enfant,1383518383,1383518383,4,4,
enfants,0,0,1,1,
entreprise,1383129801,1383129801,2,2,
entreprises,0,0,1,1,
entretien,1391153872,1391153872,2,2,
entrée,1383518383,1383518383,5,4,
entrées,0,0,1,1,
erreur,1433796932,1433796932,17,10,
erreurs,0,0,3,1,
escalade,1423425878,1423425878,2,2,
escalator,0,0,4,3,
escalier,1390143219,1381842074,8,5,
escaliers,0,1379917168,8,4,
espèce,1409177934,1382913006,2,1,
espèces,1383128963,0,1,0,
essence,1430458765,1430458765,5,4,
exemplaire,1391598083,1391598083,6,2,
exemplaires,0,0,1,1,
explication,1390143446,1390143446,4,4,
explications,0,0,1,1,
expression,1433796932,1433796932,10,8,
expressions,0,0,1,1,
facture,1389989440,1389989440,5,5,
factures,0,1380559648,2,2,
faim,1399094324,1399094324,2,1,
fainéantise,1433796932,0,2,0,
famille,1409177934,1409177934,3,3,
farine,1387136134,1387136134,5,2,
faute,1433796932,1427059419,17,8,
fautes,0,0,2,1,
façon,1409177934,1383128963,3,2,
façons,0,1376641723,3,3,
fenêtre,1387053329,1387053329,3,2,
fenêtres,0,0,1,1,
feu,1383518383,1383518383,2,2,
feuille,1390143219,1390143219,3,2,
feuilles,0,1380559648,3,2,
feux,1383334406,1383334406,2,2,
fierté,1387053027,1387053027,1,1,
film,1387135668,1387135668,3,3,
films,0,0,3,2,
fin,1411420761,1411420761,7,4,
flemme,1396299980,1396299980,2,2,
fleur,1433796932,1433796932,13,12,
fleurs,0,0,1,1,
flotte,1387053027,1387053027,1,1,
flute,1429468216,1380975257,3,1,
flèche,1387384443,1387384443,7,4,
flèches,0,1380605497,6,4,
foire,1389988934,1389988934,6,4,
foires,0,1377876122,2,1,
fois,1389988851,1389988851,7,5,
folie,1429468216,1429468216,4,3,
fond,1386531357,1386531357,2,1,
fonds,0,0,1,0,
force,1383818188,1383818188,1,1,
format,1390221386,1382269513,4,3,
formation,1429468216,1429468216,6,3,
formats,0,1380488022,2,2,
formulaire,1403471005,1403471005,8,2,
formulaires,0,1380605497,1,1,
formule,1389775591,1389775591,1,1,
forêt,1429468216,1429468216,10,5,
forêts,0,1379497163,2,1,
fountaine,1383518383,1383518383,7,4,
fourchette,1390221386,1390221386,7,4,
fourchettes,1390221747,1390221747,3,2,
fourmi,1390140874,1390140874,7,5,
frere,0,0,1,0,
friperie,1393795418,1393795418,3,1,
fromage,1390140874,1390140874,7,5,
fruit,1389989440,1389989440,3,3,
fruits,0,1377876122,2,1,
frère,0,0,2,2,
fête,1408204503,1408204503,5,4,
fêtes,0,1380182200,2,2,
galipette,1414359976,1398975184,4,1,
gamme,1389770184,1389770184,1,1,
gant,1383334406,1383334406,1,1,
gare,1390221386,1390221386,3,3,
gauche,1407357827,1407357827,7,3,
gaz,1389988934,1389988934,5,4,
genou,1389988851,1389988851,7,6,
genoux,1387135668,1387135668,4,4,
genre,1442348974,1442348974,15,13,
genres,0,1380559648,2,2,
glace,1430458765,1430458765,6,5,
gland,1383518383,1383518383,2,2,
glands,0,0,2,1,
gorge,1390221386,1390221386,2,2,
goutte,1390143219,1390143219,2,2,
grain,1442348974,0,1,0,
grange,1403471395,1403471395,7,2,
gratte-ciel,0,0,4,3,
gris,1386229526,1386229526,2,2,
grotte,1390221386,1390221386,7,5,
guitare,0,1379139588,3,2,
gymnase,1383551066,1383551066,3,2,
gymnases,1386229526,1386229526,2,1,
gâteau,1390221386,1390221386,5,5,
gâteaux,1390143446,1390143446,3,3,
générique,1399697992,1399697992,7,2,
hall,0,0,2,2,
hanche,1393787306,1393787306,7,2,
hanches,0,0,2,0,
haricot,1429468216,1429468216,5,3,
haricots,0,1380606178,2,2,
hasard,1390221386,1390221386,6,4,
hasards,0,0,3,1,
herbe,1393787306,1393787306,9,4,
heure,1390221386,1390221386,3,3,
heures,0,1380605497,3,3,
hibou,1386229526,1386229526,1,1,
hiboux,1386229526,1386229526,1,1,
histoire,1383551066,1383551066,2,1,
homard,1383334406,1383334406,3,3,
homards,0,0,1,1,
homme,0,0,1,1,
hommes,0,0,2,1,
honte,1430458765,1430458765,3,2,
hontes,0,1380606178,1,1,
horloge,1390221747,1390221747,5,5,
horloges,0,1380559648,5,2,
hotel,0,0,1,0,
hublot,1390143219,1390143219,8,5,
hublots,0,0,2,1,
huile,1389988851,1389988851,8,6,
humeur,1423425878,1423425878,2,2,
hâte,1403471395,1403471395,6,2,
hôpital,1429468216,1381741085,8,5,
hôpitaux,1390221386,1381924496,4,2,
hôtel,1389989440,1389989440,8,6,
hôtels,0,1380435420,2,2,
idée,1387135668,1387135668,4,4,
idées,0,0,1,1,
image,1423425878,1423425878,3,3,
incendie,1414345095,1389775591,6,1,
indice,1387136134,1387136134,4,2,
indices,0,0,2,0,
industrie,1399094324,1399094324,4,2,
inquiétude,1383818188,1383818188,2,1,
interrupteur,1414345095,1414345095,9,2,
intérêt,1433796932,1433796932,10,4,
jambe,1433796932,1433796932,18,12,
jambes,0,1380436723,2,2,
jardin,0,0,2,2,
joue,1414345095,1383128963,6,1,
joues,0,0,1,1,
jouet,1393785622,1393785622,1,1,
joueur,1430458765,1381741197,4,1,
joueuse,1423425878,1382006615,4,2,
joueuses,0,0,1,0,
joug,1403471395,1403471395,6,2,
jour,0,1379139588,2,2,
journal,1387135668,1387135668,3,3,
journaux,1414359976,1414359976,12,3,
jumelles,0,0,4,2,
jupe,1383518383,1383518383,2,2,
jupes,0,1377876122,1,1,
langue,1433796932,1433796932,14,12,
langues,0,0,1,1,
larme,1387136134,1387136134,4,2,
larmes,0,1380435420,1,1,
lave-vaisselle,0,0,6,4,
lendemain,1423425878,1387135668,6,5,
lendemains,0,1379918128,2,2,
lenteur,1386229526,1386229526,1,1,
lessive,1384811865,1384811865,1,1,
lettre,1433796932,1433796932,17,13,
lettres,0,1378107406,3,3,
lever de soleil,1411420761,1411420761,1,1,
librairie,1414359976,1401687025,11,2,
librairies,0,1376641723,1,1,
ligne,1433796932,1433796932,14,13,
linge,1387136134,1387136134,5,2,
liste,1389988934,1389988934,5,4,
listes,0,0,4,3,
lit,1389989440,1389989440,5,5,
lits,0,0,1,1,
livre,1433796932,1433796932,15,15,
livres,0,1379917549,6,4,
loi,1408204503,1408204503,4,4,
lois,0,1379569348,1,1,
lunettes,0,0,4,3,
légumes,1442348974,1442348974,7,4,
machine,1427059419,1427059419,3,3,
machines,0,1380435841,1,1,
magasin,1389988934,1389988934,4,4,
magasins,0,1380605497,2,2,
main,1433796932,1424560012,19,10,
mains,0,0,4,1,
mais,1442348974,0,1,0,
maison,1387135668,1387135668,5,5,
maisons,0,1380435420,2,2,
mal,1383517571,1383517571,1,1,
maladie,1389989440,1389989440,7,4,
maladies,0,1379569348,1,1,
mallette,1433796932,0,3,0,
malédiction,1390221386,1382269240,3,2,
malédictions,0,1379497163,1,1,
manche,1390221747,1390221747,3,3,
manière,1408204503,1382733274,3,2,
manières,0,1380559648,3,2,
marché,1387135668,1387135668,5,4,
marchés,0,1379570765,2,2,
marge,1389770475,1389770475,2,2,
mariage,0,0,2,2,
marque,1390141237,1390141237,2,2,
marques,0,1379570251,1,1,
marteau,1389989440,1389989440,4,4,
marteaux,1423425878,1423425878,6,5,
matelas,1423425878,1391598083,10,3,
matelot,1390221386,1390221386,3,3,
matelots,0,1379497163,1,1,
matin,0,1377927802,2,2,
maux,1383518383,1383518383,2,1,
mec,0,1380559648,1,1,
mecs,0,1380559648,1,1,
medaille,0,0,2,2,
menton,1384098430,1384098430,1,1,
mer,0,0,2,2,
message,1442348974,1427059419,18,9,
mesure,1408204503,1383128963,2,1,
meuble,1387135668,1387135668,4,4,
meubles,0,0,3,1,
miel,1408204503,1408204503,4,3,
miroir,1429468216,1429468216,5,4,
miroirs,0,1379917549,2,2,
mirroir,0,0,5,3,
moineau,1383551571,1383551571,2,1,
moineaux,1414359976,1407357827,10,2,
mois,1433796932,1433796932,8,8,
moitié,1387135668,1387135668,5,4,
moitiés,0,0,2,1,
moment,1383334406,1383334406,1,1,
monde,1390221386,1390221386,7,6,
montagne,1386229526,1386229526,1,1,
montant,1387293258,1387293258,1,1,
montre,1408204503,1408204503,3,3,
montres,0,0,1,1,
moquette,1430458765,1381743194,6,4,
moquettes,0,1380606178,2,1,
mort,1405090604,1405090604,5,2,
mot,1433796932,1433796932,18,17,
moto,0,0,4,3,
mots,0,0,1,1,
mouton,0,0,5,3,
moyen,1391597453,1391597453,2,2,
moyenne,1391597115,1391597115,1,1,
mur,0,0,2,2,
musique,1408204503,1408204503,2,2,
mère,0,1379139588,2,2,
mécène,0,0,4,3,
médecin,1386531357,1386531357,6,2,
médecins,0,1376641568,1,1,
médicament,1386229526,1386229526,2,1,
médicaments,0,0,1,0,
ménage,0,1379139588,3,2,
métal,1401687025,1401687025,3,1,
navet,0,0,2,2,
neige,1427059419,1427059419,14,12,
nez,1390221386,1390221386,4,4,
niveau,1427059419,1427059419,14,14,
niveaux,1433796932,1433796932,16,15,
noisette,1429468216,1380103910,4,1,
noix,1389989440,1389989440,7,4,
noix de coco,0,0,4,3,
nombril,1408204503,1382733274,2,1,
nord,0,0,1,1,
nuit,0,0,2,2,
numéro,1430458765,1381743194,3,1,
objet,1383334406,1383334406,1,1,
occasion,1423425878,1423425878,3,3,
océan,1408204503,1382913006,8,5,
océans,0,0,2,1,
odeur,1389775591,1389775591,2,1,
oeil,1390141237,1390141237,10,6,
oiseau,1390221386,1382269240,3,2,
oiseaux,1390221386,1390221386,3,3,
orage,1390140874,1390140874,1,1,
orange,1386229526,1386229526,1,1,
ordinateur,1389989440,1389989440,4,4,
ordinateurs,0,1378635349,2,2,
ordure,1393787306,1393787306,2,1,
oreille,1430458765,1430458765,11,6,
oreiller,1414345095,1399094324,11,1,
oreilles,0,0,1,0,
orteil,1430458765,1381743194,5,3,
orteils,0,1377876122,2,1,
page,1427059419,1427059419,14,11,
pages,0,0,1,1,
paillasson,1405090604,1405090604,5,2,
paillassons,0,1380606178,2,1,
paillette,1393785883,1393785883,1,1,
paillette ,1393785622,0,1,0,
pain,1389988934,1389988934,7,6,
palier,1396299980,1396299980,2,2,
paliers,0,0,1,0,
pantalon,0,0,5,3,
papier,1429468216,1429468216,8,4,
paquet,1408204503,1383128963,5,2,
parages,1389872096,1389872096,1,1,
parapluie,0,1379050463,3,3,
parent,1429468216,1429468216,5,4,
parents,0,1380103560,5,4,
part,1429468216,1379917168,8,3,
parts,0,1380103910,2,2,
patinage,1393763800,1393763800,1,1,
pays,1433796932,1433796932,10,9,
paysage,0,0,5,3,
pelle,1393763800,1393763800,2,2,
perroquet,1414359976,1386229526,4,1,
perruque,1414359976,1399697992,10,2,
personne,1396299980,1396299980,2,2,
perte,1396299980,1396299980,3,3,
pertes,0,1380103910,3,2,
photo,1433796932,1433796932,17,16,
photos,0,1380487868,1,1,
phrase,1390221386,1390221386,4,4,
phrases,0,1380605497,2,2,
piano,1386229526,1386229526,1,1,
pied,1387384443,1387384443,3,2,
pieds,0,0,2,1,
pince,1433796932,1414272395,14,10,
piscine,1390141237,1390141237,4,4,
piscines,0,1380488022,2,2,
piste,1387135668,1387135668,4,2,
pistes,0,0,2,0,
pizza,0,1379050463,2,2,
pièce,1390221843,1390221843,5,4,
pièces,0,1380524624,3,2,
placard,1389989440,1389989440,4,4,
placards,0,0,1,1,
plage,1390143446,1390143446,4,4,
plages,0,0,2,2,
plainte,1389770475,1389770475,3,1,
plaisir,1389989440,1389989440,3,3,
plaisirs,0,0,1,1,
plan,1407357474,1407357474,1,1,
plastique,1401687025,1401687025,3,1,
plat,1414359976,1386229526,4,1,
pluie,1414359976,1399094324,4,1,
plume,1389989440,1389989440,6,5,
plumes,0,1380435841,3,2,
plupart,1390221386,1390221386,7,6,
poignet,1387136134,1382506557,7,2,
poignets,0,1380607170,2,2,
poignée,1390143219,1381842074,6,3,
poignées,0,0,1,0,
point,1430458765,1430458765,4,3,
point final,1391153872,1391153872,1,1,
pointure,1383518383,1383518383,2,2,
pointures,0,0,1,1,
poire,1390143446,1390143446,7,6,
poires,0,0,2,2,
poisson,1433796932,1414261718,14,11,
poitrine,1383518383,1383518383,3,2,
poitrines,0,1380487868,2,2,
poivron,1389770475,1389770475,2,1,
pomme,1427059419,1427059419,14,9,
pommes,0,1380435420,3,3,
pont,1390141237,1390141237,5,5,
porc,0,0,4,3,
port,0,0,1,1,
porte,1390143446,1390143446,4,4,
portefeuille,0,0,5,3,
portes,0,1380435420,4,3,
poteau,1386229526,1386229526,3,1,
poteaux,1383518383,1383518383,1,1,
poulet,1389989440,1389989440,5,5,
poulets,0,0,4,3,
poussière,1390143446,1390143446,2,2,
prestataire,1414359976,1393795418,4,1,
prestation,1403471395,1403471395,6,2,
problème,1387136134,1387136134,9,3,
problèmes,0,0,1,1,
pruneau,1408905868,1408905868,1,1,
pruneaux,1408905868,1408905868,1,1,
père,0,1380559648,2,2,
pères,0,0,1,1,
pêche,1427059419,1427059419,14,12,
pêches,0,1380103560,3,3,
quantité,1433796932,1414261718,8,5,
question,1408204503,1408204503,11,10,
questions,0,1380103731,2,2,
radio,1429468216,1429468216,6,3,
radios,0,1379917549,1,1,
raisin,1383517571,1383517571,7,4,
raisins,0,1380582689,4,1,
raison,1401686479,1401686479,1,1,
recette,1387135668,1387135668,4,4,
recettes,0,0,5,3,
recherche,1430458765,1381842074,6,3,
recherches,0,0,1,1,
rein,1399697992,1399697992,7,2,
relâche,1414345095,1403471005,15,2,
remise,1386229526,1386229526,6,2,
rendez-vous,1408203198,1408203198,18,18,
renforts,0,0,2,1,
repas,1433796932,1433796932,29,20,
restaurant,1387053027,1387053027,1,1,
retenue,1402697281,1402697281,8,2,
reveil,0,0,5,3,
revue,0,0,5,3,
rideau,1408204503,1408204503,8,4,
rideaux,1387135668,1387135668,9,5,
rivière,1390221386,1390221386,4,4,
rivières,0,1380605497,2,2,
riz,1387053329,1387053329,3,3,
robe,1383129801,1383129801,3,3,
robes,0,1379918128,1,1,
robinet,1390221386,1382269513,6,4,
robinets,0,1380559648,2,2,
roi,1381840261,1381840261,3,3,
roman,1390143446,1390143446,8,5,
royaume,0,1379139588,2,2,
rue,1390221386,1390221386,4,4,
règle,1390221843,1390221843,9,4,
règles,0,1380435420,2,2,
réception,1383551066,1383551066,7,4,
réceptions,0,1379575754,1,1,
réfrigérateur,1391598083,1391598083,5,2,
réfrigérateurs,0,0,2,1,
réponse,1390143219,1390143219,3,3,
réponses,0,0,1,1,
réunion,1442348974,1427059419,10,7,
réunions,0,1376641568,1,1,
réveil,1429468216,1380971849,7,2,
réveils,0,0,1,1,
sac,1390143446,1390143446,5,5,
salade,1390143219,1390143219,5,4,
salades,0,0,4,3,
salle,1442348974,1442348974,11,9,
seau,1383551571,1383551571,3,2,
seaux,1383334406,1383334406,2,2,
semaine,1408204503,1408204503,4,4,
semaines,0,1380559648,3,3,
sens,1408204503,1408204503,4,2,
serpillière,1429468216,1429468216,4,3,
serpillières,0,1380435841,3,2,
serre,1383334406,1383334406,1,1,
serrure,1408204503,1382913006,4,3,
serrures,0,0,3,2,
serviette,1429468216,1429468216,1,1,
seuil,1396296257,1396296257,1,1,
situation,1390140874,1390140874,1,1,
société,1383924192,1383924192,2,1,
soeur,1396299980,1396299980,5,5,
soeurs,0,1380103910,3,3,
soif,1393785622,1393785622,1,1,
soir,1390141237,1390141237,7,6,
soirs,0,1377927802,2,2,
sonde,1383517571,1383517571,1,1,
sorte,1427059419,1427059419,15,14,
sortes,0,1378635349,2,2,
souci,1390221386,1390221386,3,3,
soucis,0,1380103910,2,2,
soupe,1390221843,1390221843,4,4,
souris,1433796932,1433796932,24,22,
stylo,1387135668,1387135668,4,4,
stylos,0,1380605497,2,2,
succès,0,0,5,3,
sucre,1390143219,1390143219,3,3,
sujet,1390221386,1390221386,3,3,
sujets,0,0,1,1,
supplice,1424560012,1424560012,7,3,
supplices,0,1379917168,3,2,
suprise,0,0,4,3,
suprises,0,0,1,0,
surnom,1390143219,1390143219,3,3,
surnoms,0,1379918128,1,1,
surprise,1433796932,1427059419,11,7,
surprises,0,1380606178,2,1,
système,1383551066,1383551066,4,2,
systèmes,0,0,1,1,
séance,1408204503,1408204503,3,3,
séances,0,0,2,1,
tabac,1384811865,1384811865,1,1,
table,1383334406,1383334406,7,5,
tables,0,0,1,1,
taille,1389989440,1389989440,3,3,
tailles,0,1380559648,2,2,
tante,0,0,1,1,
tapis,1387135668,1387135668,9,7,
tarte,1383129801,1383129801,4,4,
tartes,0,0,1,1,
tasse,1433796932,1433796932,16,11,
tasses,0,0,1,1,
temps,1387135668,1387135668,8,7,
tennis,1396299980,1396299980,2,2,
tentation,1389989440,1389989440,3,2,
tentations,1389989440,1389989440,2,2,
tentative,1414359976,1414359976,4,2,
terre,1414345095,1414345095,6,2,
tete,0,0,1,0,
thème,1383924192,1383924192,3,2,
thèmes,0,0,1,1,
thé,1390221843,1390221843,3,3,
théâtre,1383129801,1383129801,6,4,
théâtres,0,1380103560,3,2,
tiers,1390143219,1390143219,4,3,
tire-bouchon,1429468216,1380103421,5,2,
tire-bouchons,0,1379917549,3,1,
tiroir,1427059419,1427059419,14,13,
tiroirs,0,0,1,0,
toilette,1389989440,1389989440,3,3,
toilettes,0,1380103731,2,2,
toit,1390143219,1390143219,4,4,
toits,0,1380559648,2,2,
tomate,1387135668,1387135668,6,3,
tomates,0,1380606178,2,2,
tournevis,1387135668,1387135668,9,6,
tranche,1387135668,1387135668,4,3,
tranches,0,1380524624,3,3,
travail,1389988934,1389988934,4,4,
travaux,1408204503,1408204503,4,3,
traversée,1387053027,1387053027,1,1,
trousse,1391598083,1391598083,3,1,
